doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01001011___b32a64375f,文昭关,忠义,4,伍员逃至昭关，遇隐士东皋公。东皋公识破其身份，告知必经昭关，并邀其暂住家中，承诺助其出关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,权谋,4,伍员被困昭关，夜不能寐，悲愤交加，东皋公设计助其过关，发现伍员须发皆白，恰可蒙混过关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,复仇,3,伍员被困昭关，夜不能寐，悲愤交加，东皋公设计助其过关，发现伍员须发皆白，恰可蒙混过关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,悲情,3,伍员逃至昭关，遇隐士东皋公。东皋公识破其身份，告知必经昭关，并邀其暂住家中，承诺助其出关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,亲情,1,# 《文昭关》 （一名：《一夜白须》）,keyword
pdf_01000000__01001011___b32a64375f,文昭关,困境与转机,1,伍员被困昭关，夜不能寐，悲愤交加，东皋公设计助其过关，发现伍员须发皆白，恰可蒙混过关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,家国,1,# 《文昭关》 （一名：《一夜白须》）,keyword
pdf_01000000__01001011___b32a64375f,文昭关,感恩,1,伍员庆幸已过昭关，拜谢东皋公与皇甫讷后，决意继续奔往吴国，完成复仇大业。,llm
pdf_01000000__01001011___b32a64375f,文昭关,离散,1,# 《文昭关》 （一名：《一夜白须》）,keyword
pdf_01000000__01001011___b32a64375f,文昭关,误会,1,东皋公设计让皇甫讷冒充伍子胥被擒，米南适误抓后经东皋公说情释放，伍子胥得以混出昭关。,llm
pdf_01000000__01001011___b32a64375f,文昭关,身份伪装,1,皇甫讷假扮伍子胥到昭关挂号，米南适见其与图形相似，下令将其绑赴帅府。,llm
pdf_01000000__01001011___b32a64375f,文昭关,隐士相助,1,伍员逃至昭关，遇隐士东皋公。东皋公识破其身份，告知必经昭关，并邀其暂住家中，承诺助其出关。,llm
