doc_id,doc_title,source,target,relation_type,weight,merged_relation_types,evidence,derived_by,llm_confidence
pdf_01000000__01002014___534d1c1fdb,宇宙锋,赵艳容,赵高,对抗,9,同场共现；命令；对抗；对话,慢说是圣命，就一把钢刀将儿首级割下也是不能遵命的了,llm_refined,0.95
pdf_01000000__01002014___534d1c1fdb,宇宙锋,赵高,赵艳容,命令,8,劝阻；命令；对话,明日早朝送进宫去,llm_refined,0.9
pdf_01000000__01002014___534d1c1fdb,宇宙锋,秦王,赵高,命令,6,命令；对话；提及,孤王意欲宣进宫去同掌山河,llm_refined,0.85
pdf_01000000__01002014___534d1c1fdb,宇宙锋,赵艳容,秦王,对抗,5,对抗；对话,赵艳容不跪并斥责秦王为无道昏君,llm_refined,0.9
pdf_01000000__01002014___534d1c1fdb,宇宙锋,赵高,秦王,汇报,5,对话；提及；汇报,明日早朝送进宫去,llm_refined,0.8
pdf_01000000__01002014___534d1c1fdb,宇宙锋,秦王,赵艳容,对话,3,对话,摆驾回宫。,llm_refined,0.7
pdf_01000000__01002014___534d1c1fdb,宇宙锋,秦王,门官,命令,2,对话,摆驾!,llm_refined,0.6
pdf_01000000__01002014___534d1c1fdb,宇宙锋,门官,秦王,汇报,2,对话,参见万岁!,llm_refined,0.6
pdf_01000000__01002014___534d1c1fdb,宇宙锋,丫头,赵高,对话,1,对话,哑叭哑叭!,llm_refined,0.5
pdf_01000000__01002014___534d1c1fdb,宇宙锋,丫鬟,赵艳容,对话,1,对话,哑叭哑叭!,llm_refined,0.5
pdf_01000000__01002014___534d1c1fdb,宇宙锋,赵高,丫头,对话,1,对话,呸!,llm_refined,0.5
pdf_01000000__01002014___534d1c1fdb,宇宙锋,赵高,家人,提及,1,提及,"时才为父下朝回来,闻听外人言讲,道我儿叫那家人赵忠一声“丈夫”,可是有的?",llm_refined,0.7
pdf_01000000__01002014___534d1c1fdb,宇宙锋,赵高,门官,对话,1,对话,"月影照纱窗,梅花绕粉墙。",llm_refined,0.5
pdf_01000000__01002014___534d1c1fdb,宇宙锋,门官,丫鬟,命令,1,对话,"后堂传话,小姐出堂!",llm_refined,0.6
pdf_01000000__01002014___534d1c1fdb,宇宙锋,门官,赵高,汇报,1,对话,"有,",llm_refined,0.5
