doc_id,doc_title,source,target,relation_type,weight,merged_relation_types,evidence,derived_by,llm_confidence
pdf_01000000__01002008___7e0325cb8b,八义图,屠岸贾,程婴,命令,10,协助；命令；对话；提及,公堂赐你鞭一根，一边打来一边问,llm_refined,0.95
pdf_01000000__01002008___7e0325cb8b,八义图,程婴,屠岸贾,汇报,9,对话；汇报；试探,小人叫程婴，前来出首与你,llm_refined,0.95
pdf_01000000__01002008___7e0325cb8b,八义图,公孙杵臼,程婴,对抗,8,协助；同场共现；对抗；对话；提及；汇报,"白虎堂上禀一声,尊声大人听分明:只是程婴诬告我,拿什么孤儿与大人?",llm_refined,0.9
pdf_01000000__01002008___7e0325cb8b,八义图,程婴,公孙杵臼,协助,7,协助；对话；提及,程婴向公孙杵臼提出舍子救孤之计,llm_refined,0.95
pdf_01000000__01002008___7e0325cb8b,八义图,程婴,程妻,同场共现,7,劝阻；同场共现；对话,（程婴抢子，程婴、程妻、公孙杵臼同下。）,llm_refined,0.85
pdf_01000000__01002008___7e0325cb8b,八义图,程妻,程婴,对抗,6,对抗；对话,程妻反驳程婴，称‘虎狼不食子’,llm_refined,0.9
pdf_01000000__01002008___7e0325cb8b,八义图,屠岸贾,公孙杵臼,对抗,5,对抗；对话,"校尉的,去到首阳山将公孙杵臼拿来见我!",llm_refined,0.95
pdf_01000000__01002008___7e0325cb8b,八义图,公孙杵臼,程妻,同场共现,3,劝阻；同场共现；对话,（程婴抢子，程婴、程妻、公孙杵臼同下。）,llm_refined,0.85
pdf_01000000__01002008___7e0325cb8b,八义图,公孙杵臼,屠岸贾,对话,2,对话,参见大人。,llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,屠岸贾,龙套,对话,2,对话,"斩草不除根,萌芽依旧生。",llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,程妻,公孙杵臼,协助,2,协助；对话,程妻最终同意舍子，回应公孙杵臼劝说,llm_refined,0.9
pdf_01000000__01002008___7e0325cb8b,八义图,龙套,屠岸贾,对话,2,对话,有人击鼓。,llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,二龙套,屠岸贾,对话,1,对话,遵命!,llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,公孙杵臼,龙套,对话,1,对话,好贼子呀!,llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,屠岸贾,二龙套,对话,1,对话,"校尉的,去到首阳山将公孙杵臼拿来见我!",llm_refined,0.8
pdf_01000000__01002008___7e0325cb8b,八义图,龙套,程婴,对话,1,对话,击鼓人上堂。,llm_refined,0.8
