doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01002017___248eca40c2,黑风帕,战争,3,张保被高旺击败，鞑婆出关迎战，二人交手后鞑婆不敌退走。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,亲情,2,高旺与妻子张兰英在城楼相认，通过黑风帕验证身份，并得知儿子张保和儿媳鞑婆的身份，家庭团聚。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,家国,2,杨八妹奉太君命到雅志搬兵，高旺不愿发兵，与高来设计躲避。高来被杨八妹吓出实情，二人用计引出高旺，高旺被迫相见。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,忠义,2,杨八妹奉太君命到雅志搬兵，高旺不愿发兵，与高来设计躲避。高来被杨八妹吓出实情，二人用计引出高旺，高旺被迫相见。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,权谋,2,杨八妹奉太君命到雅志搬兵，高旺不愿发兵，与高来设计躲避。高来被杨八妹吓出实情，二人用计引出高旺，高旺被迫相见。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,以技克技,1,张保不敌高旺，欲使黑风擒敌，不料高旺亦精通黑风之术，自称老祖宗，最终张保败逃。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,伪装与识破,1,杨八妹与高旺来到关前，高旺假扮番将马夫与守关张保周旋，试图骗取过关，但张保识破并拒绝开关，双方对峙。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,喜剧,1,# 《黑风帕》；# （一名：《牧虎关》；一名：《背鞭认子》）,keyword
pdf_01000000__01002017___248eca40c2,黑风帕,对抗,1,张保被高旺击败，鞑婆出关迎战，二人交手后鞑婆不敌退走。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,悲情,1,鞑婆布下黑风阵，高旺被困，被迫变猫变犬逃生，后识破阵法弱点，以火攻破阵，追击鞑婆。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,情爱,1,# 《黑风帕》；# （一名：《牧虎关》；一名：《背鞭认子》）,keyword
pdf_01000000__01002017___248eca40c2,黑风帕,斗法,1,张保不敌高旺，欲使黑风擒敌，不料高旺亦精通黑风之术，自称老祖宗，最终张保败逃。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,智勇破敌,1,鞑婆布下黑风阵，高旺被困，被迫变猫变犬逃生，后识破阵法弱点，以火攻破阵，追击鞑婆。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,智斗,1,杨八妹与高旺来到关前，高旺假扮番将马夫与守关张保周旋，试图骗取过关，但张保识破并拒绝开关，双方对峙。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,离散,1,# 《黑风帕》；# （一名：《牧虎关》；一名：《背鞭认子》）,keyword
pdf_01000000__01002017___248eca40c2,黑风帕,胜负,1,张保被高旺击败，鞑婆出关迎战，二人交手后鞑婆不敌退走。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,自信与傲慢,1,张保不敌高旺，欲使黑风擒敌，不料高旺亦精通黑风之术，自称老祖宗，最终张保败逃。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,身份验证,1,高旺与妻子张兰英在城楼相认，通过黑风帕验证身份，并得知儿子张保和儿媳鞑婆的身份，家庭团聚。,llm
pdf_01000000__01002017___248eca40c2,黑风帕,过关,1,杨八妹与高旺来到关前，高旺假扮番将马夫与守关张保周旋，试图骗取过关，但张保识破并拒绝开关，双方对峙。,llm
