doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01001017___e46f29227d,清官册,寇准,pdf_01000000__01001017___e46f29227d__char__37f8688742,17,58,1.0,1.0,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,潘洪,pdf_01000000__01001017___e46f29227d__char__6a2c5e6f52,6,34,0.3529,0.5862,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,马牌子,pdf_01000000__01001017___e46f29227d__char__485fafb227,6,26,0.3529,0.4483,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,四青袍,pdf_01000000__01001017___e46f29227d__char__1616be4c5a,6,8,0.3529,0.1379,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,驿丞官,pdf_01000000__01001017___e46f29227d__char__8506dff17d,4,12,0.2353,0.2069,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,夫人,pdf_01000000__01001017___e46f29227d__char__fc2e01dd94,3,10,0.1765,0.1724,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,金牌官,pdf_01000000__01001017___e46f29227d__char__669d8ca275,3,4,0.1765,0.069,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,家院,pdf_01000000__01001017___e46f29227d__char__e98c13a85c,3,3,0.1765,0.0517,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,赵德芳,pdf_01000000__01001017___e46f29227d__char__14b947b4fe,2,9,0.1176,0.1552,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,太监,pdf_01000000__01001017___e46f29227d__char__72fc9ae99d,2,6,0.1176,0.1034,relations_aggregated
