doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01005001___8bae4c8a7d,武家坡,亲情,3,薛平贵回武家坡寻妻王宝钏，假托带家书试探其贞节，王宝钏接信前认出丈夫但未点破，二人开始对话。,llm
pdf_01000000__01005001___8bae4c8a7d,武家坡,离散,2,薛平贵回武家坡寻妻王宝钏，假托带家书试探其贞节，王宝钏接信前认出丈夫但未点破，二人开始对话。,llm
pdf_01000000__01005001___8bae4c8a7d,武家坡,公案,1,# 《武家坡》；# （一名：《平贵回窑》；一名：《跑坡》）,keyword
pdf_01000000__01005001___8bae4c8a7d,武家坡,家国,1,# 《武家坡》；# （一名：《平贵回窑》；一名：《跑坡》）,keyword
pdf_01000000__01005001___8bae4c8a7d,武家坡,忠义,1,王宝钏与薛平贵在寒窑前相认，薛平贵展示番王宝并透露已娶代战，王宝钏讨封后夫妻重归于好。,llm
pdf_01000000__01005001___8bae4c8a7d,武家坡,情爱,1,# 《武家坡》；# （一名：《平贵回窑》；一名：《跑坡》）,keyword
pdf_01000000__01005001___8bae4c8a7d,武家坡,战争,1,# 《武家坡》；# （一名：《平贵回窑》；一名：《跑坡》）,keyword
pdf_01000000__01005001___8bae4c8a7d,武家坡,权力转换,1,王宝钏与薛平贵在寒窑前相认，薛平贵展示番王宝并透露已娶代战，王宝钏讨封后夫妻重归于好。,llm
pdf_01000000__01005001___8bae4c8a7d,武家坡,贞节考验,1,薛平贵回武家坡寻妻王宝钏，假托带家书试探其贞节，王宝钏接信前认出丈夫但未点破，二人开始对话。,llm
pdf_01000000__01005001___8bae4c8a7d,武家坡,身份确认,1,王宝钏与薛平贵在寒窑前相认，薛平贵展示番王宝并透露已娶代战，王宝钏讨封后夫妻重归于好。,llm
