doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01006002___ebf44f4611,战长沙,忠义,6,韩玄升帐，与黄忠、魏延商议应对关羽攻长沙。黄忠请战，魏延劝阻，韩玄命黄忠出战，魏延催粮。,llm
pdf_01000000__01006002___ebf44f4611,战长沙,战争,4,关羽率军出征长沙，自述英勇与韬略，表达夺取长沙的决心，展现其自信与豪迈。,llm
pdf_01000000__01006002___ebf44f4611,战长沙,将帅矛盾,2,韩玄升帐，与黄忠、魏延商议应对关羽攻长沙。黄忠请战，魏延劝阻，韩玄命黄忠出战，魏延催粮。,llm
pdf_01000000__01006002___ebf44f4611,战长沙,仁德感召,1,黄忠阵前箭射关羽盔缨不伤其命，韩玄疑其通敌欲斩之，魏延求情不成反杀韩玄，劝黄忠归顺桃园。,llm
pdf_01000000__01006002___ebf44f4611,战长沙,喜剧,1,# 《战长沙》,keyword
pdf_01000000__01006002___ebf44f4611,战长沙,家国,1,# 《战长沙》,keyword
pdf_01000000__01006002___ebf44f4611,战长沙,情爱,1,# 《战长沙》,keyword
pdf_01000000__01006002___ebf44f4611,战长沙,报恩,1,韩玄下令黄忠擒杀关羽，否则处死；黄忠感念关羽不杀之恩，决定明日只射盔缨报恩。关羽迎战黄忠，二人阵前对峙。,llm
pdf_01000000__01006002___ebf44f4611,战长沙,权谋,1,# 《战长沙》,keyword
pdf_01000000__01006002___ebf44f4611,战长沙,老当益壮,1,韩玄升帐，与黄忠、魏延商议应对关羽攻长沙。黄忠请战，魏延劝阻，韩玄命黄忠出战，魏延催粮。,llm
pdf_01000000__01006002___ebf44f4611,战长沙,背叛与归顺,1,黄忠阵前箭射关羽盔缨不伤其命，韩玄疑其通敌欲斩之，魏延求情不成反杀韩玄，劝黄忠归顺桃园。,llm
pdf_01000000__01006002___ebf44f4611,战长沙,英雄对峙,1,关羽与黄忠阵前对峙，关羽自夸己方阵营威势，黄忠则冷静观察，双方言语交锋，为后续战斗铺垫。,llm
pdf_01000000__01006002___ebf44f4611,战长沙,英雄气概,1,关羽率军出征长沙，自述英勇与韬略，表达夺取长沙的决心，展现其自信与豪迈。,llm
pdf_01000000__01006002___ebf44f4611,战长沙,英雄相惜,1,关羽与黄忠交战，黄忠马失前蹄落马，关羽不杀落马之人，放其归去，展现义气。,llm
