doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01005014___6bb4818c67,胭脂虎,王行瑜,pdf_01000000__01005014___6bb4818c67__char__ca3c473fb0,16,60,1.0,0.4286,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,石中玉,pdf_01000000__01005014___6bb4818c67__char__8052e126bf,13,140,0.8125,1.0,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,太夫人,pdf_01000000__01005014___6bb4818c67__char__cc33761d20,10,75,0.625,0.5357,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,石夜珠,pdf_01000000__01005014___6bb4818c67__char__ad0967b054,10,32,0.625,0.2286,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,李景让,pdf_01000000__01005014___6bb4818c67__char__9864275ae9,8,83,0.5,0.5929,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,朱官,pdf_01000000__01005014___6bb4818c67__char__51855a0645,7,11,0.4375,0.0786,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,庞勋,pdf_01000000__01005014___6bb4818c67__char__fd84c257da,6,44,0.375,0.3143,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,马官,pdf_01000000__01005014___6bb4818c67__char__a0273abfef,6,9,0.375,0.0643,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,二将,pdf_01000000__01005014___6bb4818c67__char__d92665a0c1,4,8,0.25,0.0571,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,龙套,pdf_01000000__01005014___6bb4818c67__char__2bf746c659,2,4,0.125,0.0286,relations_aggregated
pdf_01000000__01005014___6bb4818c67,胭脂虎,丫头,pdf_01000000__01005014___6bb4818c67__char__9e26e4e7b5,2,2,0.125,0.0143,relations_aggregated
