doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01005009___5df172a065,孝感天,亲情,2,武姜被迁居颍地，思念亡子共叔段与儿媳魏氏。梦中与二人鬼魂相见，共叔段悔恨当初，魏氏劝慰，母子阴阳相隔，武姜悲痛难舍。,llm
pdf_01000000__01005009___5df172a065,孝感天,悲情,2,共叔段与魏氏鬼魂登场，因母后姜夫人溺爱反遭毒害，二人决定托梦劝解思儿心切的母亲。,llm
pdf_01000000__01005009___5df172a065,孝感天,情爱,2,共叔段与魏氏鬼魂登场，因母后姜夫人溺爱反遭毒害，二人决定托梦劝解思儿心切的母亲。,llm
pdf_01000000__01005009___5df172a065,孝感天,公案,1,# 《孝感天》,keyword
pdf_01000000__01005009___5df172a065,孝感天,孝道,1,共叔段与魏氏鬼魂登场，因母后姜夫人溺爱反遭毒害，二人决定托梦劝解思儿心切的母亲。,llm
pdf_01000000__01005009___5df172a065,孝感天,悔恨与遗憾,1,武姜被迁居颍地，思念亡子共叔段与儿媳魏氏。梦中与二人鬼魂相见，共叔段悔恨当初，魏氏劝慰，母子阴阳相隔，武姜悲痛难舍。,llm
pdf_01000000__01005009___5df172a065,孝感天,战争,1,# 《孝感天》,keyword
pdf_01000000__01005009___5df172a065,孝感天,权谋,1,# 《孝感天》,keyword
pdf_01000000__01005009___5df172a065,孝感天,离散,1,# 《孝感天》,keyword
pdf_01000000__01005009___5df172a065,孝感天,阴阳相隔,1,武姜被迁居颍地，思念亡子共叔段与儿媳魏氏。梦中与二人鬼魂相见，共叔段悔恨当初，魏氏劝慰，母子阴阳相隔，武姜悲痛难舍。,llm
