doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01001014___552f523069,七星灯,诸葛亮,pdf_01000000__01001014___552f523069__char__b3429857e0,16,79,1.0,1.0,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,司马懿,pdf_01000000__01001014___552f523069__char__068a1b5735,8,21,0.5,0.2658,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,姜维,pdf_01000000__01001014___552f523069__char__4f10f1f0c4,7,32,0.4375,0.4051,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,魏延,pdf_01000000__01001014___552f523069__char__6bfcddf41d,4,17,0.25,0.2152,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,李福,pdf_01000000__01001014___552f523069__char__4a525a4b65,3,16,0.1875,0.2025,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,王平,pdf_01000000__01001014___552f523069__char__f94b0efe4b,3,11,0.1875,0.1392,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,旗牌,pdf_01000000__01001014___552f523069__char__b61d1ee3c7,2,9,0.125,0.1139,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,杨仪,pdf_01000000__01001014___552f523069__char__33d81d62d3,2,7,0.125,0.0886,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,马岱,pdf_01000000__01001014___552f523069__char__738dbf60d4,2,7,0.125,0.0886,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,众将,pdf_01000000__01001014___552f523069__char__ff4a094e40,1,2,0.0625,0.0253,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,报子,pdf_01000000__01001014___552f523069__char__44d515bd96,1,2,0.0625,0.0253,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,龙套,pdf_01000000__01001014___552f523069__char__955a684e9d,1,1,0.0625,0.0127,relations_aggregated
