doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01005011___ce48065512,回荆州,忠义,10,周瑜得知刘备在江南招亲，设计送信孙权；赵云假报曹操攻荆州，劝刘备逃走，孙尚香识破后决定相助。,llm
pdf_01000000__01005011___ce48065512,回荆州,权谋,10,周瑜得知刘备在江南招亲，设计送信孙权；赵云假报曹操攻荆州，劝刘备逃走，孙尚香识破后决定相助。,llm
pdf_01000000__01005011___ce48065512,回荆州,战争,4,张飞独自上场，过场后下场，为后续剧情做简单过渡。,llm
pdf_01000000__01005011___ce48065512,回荆州,亲情,3,周瑜得知刘备在江南招亲，设计送信孙权；赵云假报曹操攻荆州，劝刘备逃走，孙尚香识破后决定相助。,llm
pdf_01000000__01005011___ce48065512,回荆州,情爱,3,孙尚香设枪刀阵试探刘备胆量，刘备要求撤去枪刀方进宫，孙尚香撤去后二人相见，刘备告知孙权与周瑜的计谋，孙尚香承诺相助。,llm
pdf_01000000__01005011___ce48065512,回荆州,离散,3,刘备、孙尚香与赵云在江东准备启程回荆州，孙尚香回望江南伤感，赵云决心保护主公安全离开。,llm
pdf_01000000__01005011___ce48065512,回荆州,胜利,2,刘备脱险后，众人斥责周瑜计谋，诸葛亮、刘备、赵云、孙尚香共同表达对周瑜的愤慨与胜利的喜悦。,llm
pdf_01000000__01005011___ce48065512,回荆州,使命,1,孙尚香设枪刀阵试探刘备胆量，刘备要求撤去枪刀方进宫，孙尚香撤去后二人相见，刘备告知孙权与周瑜的计谋，孙尚香承诺相助。,llm
pdf_01000000__01005011___ce48065512,回荆州,公案,1,# 《回荆州》；# （一名：《美人计》；一名：《龙凤呈祥》）,keyword
pdf_01000000__01005011___ce48065512,回荆州,和解,1,诸葛亮以智谋应对东吴八将的追杀，劝其放弃脂粉之计，八将放箭后无奈回报都督。,llm
pdf_01000000__01005011___ce48065512,回荆州,喜剧,1,# 《回荆州》；# （一名：《美人计》；一名：《龙凤呈祥》）,keyword
pdf_01000000__01005011___ce48065512,回荆州,团圆,1,刘备与孙尚香返回荆州，与诸葛亮、张飞、赵云会合。诸葛亮设宴为刘备压惊，众人庆贺团圆。,llm
pdf_01000000__01005011___ce48065512,回荆州,失败,1,周瑜因计谋失败、刘备携孙尚香逃离而懊悔，感叹失去明珠，羞愤难当，率众退场。,llm
pdf_01000000__01005011___ce48065512,回荆州,家国,1,# 《回荆州》；# （一名：《美人计》；一名：《龙凤呈祥》）,keyword
pdf_01000000__01005011___ce48065512,回荆州,对抗,1,诸葛亮以智谋应对东吴八将的追杀，劝其放弃脂粉之计，八将放箭后无奈回报都督。,llm
pdf_01000000__01005011___ce48065512,回荆州,将帅关系,1,张飞因刘备久去未归而怒闯宝帐质问诸葛亮，诸葛亮命其率兵埋伏芦花荡，只拿不杀周瑜。,llm
pdf_01000000__01005011___ce48065512,回荆州,归乡,1,刘备、孙尚香与赵云在江东准备启程回荆州，孙尚香回望江南伤感，赵云决心保护主公安全离开。,llm
pdf_01000000__01005011___ce48065512,回荆州,愤怒与决策,1,周瑜询问众将追赶刘备结果，得知刘备已回荆州后大怒，但因用兵之际未加责罚，随即亲自率众将再次追赶。,llm
pdf_01000000__01005011___ce48065512,回荆州,智勇,1,孙尚香斥退潘璋、陈武追兵，与赵云保护刘备逃回荆州，周瑜计谋失败。,llm
pdf_01000000__01005011___ce48065512,回荆州,智勇突围,1,丁奉、徐盛奉周瑜将令追赶刘备一行，孙尚香怒斥二人，赵云亮枪示威，最终吴将放行，刘备君臣得以脱险。,llm
pdf_01000000__01005011___ce48065512,回荆州,羞耻,1,周瑜因计谋失败、刘备携孙尚香逃离而懊悔，感叹失去明珠，羞愤难当，率众退场。,llm
pdf_01000000__01005011___ce48065512,回荆州,羞辱,1,张飞与周瑜交战，张飞不杀周瑜并嘲讽其计策失败，诸葛亮命张飞高喊‘赔了夫人又折兵’，周瑜羞愤退兵。,llm
pdf_01000000__01005011___ce48065512,回荆州,英雄气概,1,孙尚香设枪刀阵试探刘备胆量，刘备要求撤去枪刀方进宫，孙尚香撤去后二人相见，刘备告知孙权与周瑜的计谋，孙尚香承诺相助。,llm
pdf_01000000__01005011___ce48065512,回荆州,身份权威,1,孙尚香斥退潘璋、陈武追兵，与赵云保护刘备逃回荆州，周瑜计谋失败。,llm
pdf_01000000__01005011___ce48065512,回荆州,过渡,1,张飞独自上场，过场后下场，为后续剧情做简单过渡。,llm
pdf_01000000__01005011___ce48065512,回荆州,追杀,1,蒋钦等奉吴侯旨意追赶刘备，遇陈武等返回，得知刘备、皇姑已被放行。蒋钦出示尚方宝剑，欲先杀郡主、刘备，后活捉赵云，众将奉命追赶。,llm
pdf_01000000__01005011___ce48065512,回荆州,追赶,1,潘璋与陈武奉周瑜将令，率兵追赶刘备，二人互相谦让后由潘璋传令，催促众将加速追赶。,llm
