doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01003017___51aaa5bf95,独木关,薛礼,pdf_01000000__01003017___51aaa5bf95__char__360e9242b1,11,52,1.0,1.0,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,安殿宝,pdf_01000000__01003017___51aaa5bf95__char__0f05ed09cb,11,30,1.0,0.5769,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,张士贵,pdf_01000000__01003017___51aaa5bf95__char__ed98663694,10,33,0.9091,0.6346,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,周青,pdf_01000000__01003017___51aaa5bf95__char__8ec00e2797,8,17,0.7273,0.3269,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,何宗宪,pdf_01000000__01003017___51aaa5bf95__char__bc81eecc92,7,21,0.6364,0.4038,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,众伙头军,pdf_01000000__01003017___51aaa5bf95__char__a484c5d1d3,6,14,0.5455,0.2692,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,龙套,pdf_01000000__01003017___51aaa5bf95__char__51be839e4c,6,8,0.5455,0.1538,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,张志龙,pdf_01000000__01003017___51aaa5bf95__char__209a08420f,4,13,0.3636,0.25,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,二老军,pdf_01000000__01003017___51aaa5bf95__char__389a3da4c8,3,20,0.2727,0.3846,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,中军,pdf_01000000__01003017___51aaa5bf95__char__dcce2afb9c,3,11,0.2727,0.2115,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,众人,pdf_01000000__01003017___51aaa5bf95__char__f80727d69e,2,2,0.1818,0.0385,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,蓝天弼,pdf_01000000__01003017___51aaa5bf95__char__614d98be09,1,1,0.0909,0.0192,relations_aggregated
