doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01005011___ce48065512,回荆州,诸葛亮,pdf_01000000__01005011___ce48065512__char__3630d553f6,26,66,1.0,0.5,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,刘备,pdf_01000000__01005011___ce48065512__char__d094123d43,21,127,0.8077,0.9621,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,孙尚香,pdf_01000000__01005011___ce48065512__char__a6db6ffa1c,20,132,0.7692,1.0,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,周瑜,pdf_01000000__01005011___ce48065512__char__16b311e0b6,20,62,0.7692,0.4697,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,徐盛,pdf_01000000__01005011___ce48065512__char__3cc17a3dd0,16,60,0.6154,0.4545,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,赵云,pdf_01000000__01005011___ce48065512__char__539a8f3d2a,15,82,0.5769,0.6212,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,陈武,pdf_01000000__01005011___ce48065512__char__12977c3274,14,33,0.5385,0.25,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,丁奉,pdf_01000000__01005011___ce48065512__char__99a16e2653,12,27,0.4615,0.2045,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,潘璋,pdf_01000000__01005011___ce48065512__char__98209296be,10,25,0.3846,0.1894,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,蒋钦,pdf_01000000__01005011___ce48065512__char__2b9dcd6a5f,10,20,0.3846,0.1515,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,张飞,pdf_01000000__01005011___ce48065512__char__d2c4b240f0,8,52,0.3077,0.3939,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,龙套,pdf_01000000__01005011___ce48065512__char__57ac0a895d,7,18,0.2692,0.1364,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,甘宁,pdf_01000000__01005011___ce48065512__char__40576cab11,7,9,0.2692,0.0682,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,周泰,pdf_01000000__01005011___ce48065512__char__2f818c772a,5,5,0.1923,0.0379,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,侍儿,pdf_01000000__01005011___ce48065512__char__765851fa1e,4,19,0.1538,0.1439,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,马忠,pdf_01000000__01005011___ce48065512__char__40f261969e,4,4,0.1538,0.0303,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,众将,pdf_01000000__01005011___ce48065512__char__fb771ca973,1,1,0.0385,0.0076,relations_aggregated
