doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01002019___9cf1474dd0,红鸾禧,亲情,2,莫稽满足于现状不愿进京赶考，金玉奴劝其求取功名，莫稽却打算继承岳父的乞丐杆，金玉奴失望后决定随夫同行。,llm
pdf_01000000__01002019___9cf1474dd0,红鸾禧,情爱,2,金玉奴救助饥寒秀才莫稽，金松起初误会，后得知莫稽是秀才，决定将女儿许配给他。,llm
pdf_01000000__01002019___9cf1474dd0,红鸾禧,功名与安逸,1,莫稽满足于现状不愿进京赶考，金玉奴劝其求取功名，莫稽却打算继承岳父的乞丐杆，金玉奴失望后决定随夫同行。,llm
pdf_01000000__01002019___9cf1474dd0,红鸾禧,吉祥,1,本场为跳魁星表演，通过舞蹈动作展现吉祥寓意，为后续剧情铺垫喜庆氛围。,llm
pdf_01000000__01002019___9cf1474dd0,红鸾禧,喜庆,1,本场为跳魁星表演，通过舞蹈动作展现吉祥寓意，为后续剧情铺垫喜庆氛围。,llm
pdf_01000000__01002019___9cf1474dd0,红鸾禧,家国,1,# 《红鸾禧》；# （一名：《棒打薄情郎》）,keyword
pdf_01000000__01002019___9cf1474dd0,红鸾禧,战争,1,# 《红鸾禧》；# （一名：《棒打薄情郎》）,keyword
pdf_01000000__01002019___9cf1474dd0,红鸾禧,救助,1,金玉奴救助饥寒秀才莫稽，金松起初误会，后得知莫稽是秀才，决定将女儿许配给他。,llm
pdf_01000000__01002019___9cf1474dd0,红鸾禧,阶级跨越,1,金玉奴救助饥寒秀才莫稽，金松起初误会，后得知莫稽是秀才，决定将女儿许配给他。,llm
pdf_01000000__01002019___9cf1474dd0,红鸾禧,阶级身份,1,莫稽满足于现状不愿进京赶考，金玉奴劝其求取功名，莫稽却打算继承岳父的乞丐杆，金玉奴失望后决定随夫同行。,llm
