doc_id,doc_title,scene_index,scene,source,target,relation_type,weight,evidence,derived_by
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,刘备,刘璋,对话/应答,1,不敢，宗兄请。,adjacency
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,四白龙套,诸葛亮,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,四白龙套,刘璋,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,四白龙套,刘备,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,四白龙套,龙套,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,诸葛亮,刘璋,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,诸葛亮,刘备,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,诸葛亮,龙套,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,刘璋,刘备,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,刘璋,龙套,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,刘备,龙套,同场共现,1,（〖急急风〗。马超领四白龙套同上，同进城。黄忠、严颜、魏延、赵云同上。刘璋上，坐城外。黄忠、严颜、魏延、赵云同进城。四红龙套同上，车夫推诸葛亮同上，进城。刘备上,stage_direction
pdf_01000000__01001008___4e2bf00560,取成都,0,序幕/前置内容,刘璋,刘备,同场共现,1,（刘备、刘璋同进城，同下。）,stage_direction
