doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01001012___3dcca783f4,黄鹤楼,刘备,pdf_01000000__01001012___3dcca783f4__char__5b525fe809,14,132,1.0,1.0,relations_aggregated
pdf_01000000__01001012___3dcca783f4,黄鹤楼,周瑜,pdf_01000000__01001012___3dcca783f4__char__2149bd761d,11,123,0.7857,0.9318,relations_aggregated
pdf_01000000__01001012___3dcca783f4,黄鹤楼,赵云,pdf_01000000__01001012___3dcca783f4__char__b442522959,11,67,0.7857,0.5076,relations_aggregated
pdf_01000000__01001012___3dcca783f4,黄鹤楼,诸葛亮,pdf_01000000__01001012___3dcca783f4__char__b788173f9c,10,67,0.7143,0.5076,relations_aggregated
pdf_01000000__01001012___3dcca783f4,黄鹤楼,鲁肃,pdf_01000000__01001012___3dcca783f4__char__e9a3da3728,6,31,0.4286,0.2348,relations_aggregated
pdf_01000000__01001012___3dcca783f4,黄鹤楼,甘宁,pdf_01000000__01001012___3dcca783f4__char__f3c917767b,5,15,0.3571,0.1136,relations_aggregated
pdf_01000000__01001012___3dcca783f4,黄鹤楼,龙套,pdf_01000000__01001012___3dcca783f4__char__43e2704254,5,10,0.3571,0.0758,relations_aggregated
pdf_01000000__01001012___3dcca783f4,黄鹤楼,刘封,pdf_01000000__01001012___3dcca783f4__char__1119721920,3,6,0.2143,0.0455,relations_aggregated
pdf_01000000__01001012___3dcca783f4,黄鹤楼,四红龙套,pdf_01000000__01001012___3dcca783f4__char__a7002a5db3,3,4,0.2143,0.0303,relations_aggregated
pdf_01000000__01001012___3dcca783f4,黄鹤楼,张飞,pdf_01000000__01001012___3dcca783f4__char__4968ffc02e,2,19,0.1429,0.1439,relations_aggregated
