doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01003017___51aaa5bf95,独木关,忠义,3,薛礼病中听闻周青等不敌辽将安殿宝，不顾劝阻决意带病出战。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,悲情,3,薛礼病中听闻周青等不敌辽将安殿宝，不顾劝阻决意带病出战。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,战争,3,四龙套与蓝天弼、周青同上，双方开打，随即同下，为后续战斗铺垫。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,对抗,2,周青与伙头军对阵安殿宝及龙套，双方交战开打，战斗场面激烈，冲突直接爆发。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,英雄气概,2,薛礼身患重病，眼昏不明，但依然强撑上马，誓言不杀安殿宝不回还，二老军劝阻不及。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,不公,1,薛礼向张士贵汇报枪挑安殿宝、夺得独木关之功，张士贵轻描淡写，反将功劳归于自己儿子和何宗宪，并设宴庆功。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,亲情,1,# 《独木关》；# （一名：《枪挑安殿宝》）,keyword
pdf_01000000__01003017___51aaa5bf95,独木关,使命,1,薛礼病中听闻周青等不敌辽将安殿宝，不顾劝阻决意带病出战。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,公案,1,# 《独木关》；# （一名：《枪挑安殿宝》）,keyword
pdf_01000000__01003017___51aaa5bf95,独木关,冒功,1,薛礼向张士贵汇报枪挑安殿宝、夺得独木关之功，张士贵轻描淡写，反将功劳归于自己儿子和何宗宪，并设宴庆功。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,冲突,1,四龙套与蓝天弼、周青同上，双方开打，随即同下，为后续战斗铺垫。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,将帅矛盾,1,张士贵因中军被伙头军殴打，前往月字营探病薛礼，薛礼抱病相见，张士贵假意慰问。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,权谋,1,张士贵因中军被伙头军殴打，前往月字营探病薛礼，薛礼抱病相见，张士贵假意慰问。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,武打,1,安殿宝击败周青后，与薛礼展开激烈交锋，双方武打后同下，冲突升级。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,神灵庇佑,1,薛礼枪挑安殿宝后昏迷，被众伙头军唤醒，得知胜利后望空拜谢神灵，随后请总爷张士贵进关。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,胜利与收束,1,薛礼枪挑安殿宝后昏迷，被众伙头军唤醒，得知胜利后望空拜谢神灵，随后请总爷张士贵进关。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,英雄困境,1,张士贵因中军被伙头军殴打，前往月字营探病薛礼，薛礼抱病相见，张士贵假意慰问。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,身份伪装,1,何宗宪与张志龙被安殿宝俘虏，何宗宪假充薛礼被识破，安殿宝下令将二人绑缚，待擒薛礼后一同处斩。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,隐忍,1,薛礼向张士贵汇报枪挑安殿宝、夺得独木关之功，张士贵轻描淡写，反将功劳归于自己儿子和何宗宪，并设宴庆功。,llm
