doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,阶级压迫,4,萧恩父女打渔为生，丁郎前来催讨鱼税，李俊、倪荣为萧恩出头，怒斥丁郎并威胁丁府，最后赠银米助萧恩。,llm
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,反抗,2,丁府催讨鱼税，萧恩拒绝并点穴教训大教师，双方冲突升级。,llm
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,复仇,2,大教师讨银失败被打回，郭先生建议将丁府送官以出气，众人决定养伤后歇息。,llm
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,忠义,2,李俊与倪荣两位江湖好汉在江边相遇，回忆当年征讨方腊的往事，表达不愿为官、愿在江湖结交豪杰的志向。,llm
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,情爱,2,李俊与倪荣两位江湖好汉在江边相遇，回忆当年征讨方腊的往事，表达不愿为官、愿在江湖结交豪杰的志向。,llm
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,亲情,1,# 《打渔杀家》（一名：《庆顶珠》；一名：《讨鱼税》）,keyword
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,公案,1,# 《打渔杀家》（一名：《庆顶珠》；一名：《讨鱼税》）,keyword
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,家国,1,# 《打渔杀家》（一名：《庆顶珠》；一名：《讨鱼税》）,keyword
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,暴力与法律,1,大教师讨银失败被打回，郭先生建议将丁府送官以出气，众人决定养伤后歇息。,llm
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,生存困境,1,丁府催讨鱼税，萧恩拒绝并点穴教训大教师，双方冲突升级。,llm
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,离散,1,# 《打渔杀家》（一名：《庆顶珠》；一名：《讨鱼税》）,keyword
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,贫困与生存,1,萧恩父女打渔为生，丁郎前来催讨鱼税，李俊、倪荣为萧恩出头，怒斥丁郎并威胁丁府，最后赠银米助萧恩。,llm
