doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,萧恩,pdf_01000000__01002016___7c4fa6e0d0__char__1b320e74d7,18,208,1.0,1.0,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,大教师,pdf_01000000__01002016___7c4fa6e0d0__char__46eb6d0f04,12,104,0.6667,0.5,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,丁郎,pdf_01000000__01002016___7c4fa6e0d0__char__ef9971249c,10,65,0.5556,0.3125,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,丁员外,pdf_01000000__01002016___7c4fa6e0d0__char__a43a0ff027,10,39,0.5556,0.1875,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,萧桂英,pdf_01000000__01002016___7c4fa6e0d0__char__518207dfcc,8,83,0.4444,0.399,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,郭先生,pdf_01000000__01002016___7c4fa6e0d0__char__ff5ab78968,8,20,0.4444,0.0962,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,倪荣,pdf_01000000__01002016___7c4fa6e0d0__char__5f372a1071,6,65,0.3333,0.3125,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,李俊,pdf_01000000__01002016___7c4fa6e0d0__char__6df09b0ab1,6,51,0.3333,0.2452,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,家丁,pdf_01000000__01002016___7c4fa6e0d0__char__22309024c0,3,23,0.1667,0.1106,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,衙役,pdf_01000000__01002016___7c4fa6e0d0__char__95de58f3e6,3,8,0.1667,0.0385,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,四家丁,pdf_01000000__01002016___7c4fa6e0d0__char__41a994893f,2,4,0.1111,0.0192,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,吕子秋,pdf_01000000__01002016___7c4fa6e0d0__char__b5ff90b4a8,2,2,0.1111,0.0096,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,李倪,pdf_01000000__01002016___7c4fa6e0d0__char__b4941a2d2e,2,2,0.1111,0.0096,relations_aggregated
