doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01001001___b0ac065467,空城计,司马懿,pdf_01000000__01001001___b0ac065467__char__e9c71dfd96,16,57,1.0,1.0,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,诸葛亮,pdf_01000000__01001001___b0ac065467__char__5edf330a7c,13,52,0.8125,0.9123,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,龙套,pdf_01000000__01001001___b0ac065467__char__25554deeec,10,28,0.625,0.4912,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,赵云,pdf_01000000__01001001___b0ac065467__char__44d28f079c,9,18,0.5625,0.3158,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,司马昭,pdf_01000000__01001001___b0ac065467__char__a14a4026de,7,29,0.4375,0.5088,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,司马师,pdf_01000000__01001001___b0ac065467__char__07d1623981,7,19,0.4375,0.3333,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,报子,pdf_01000000__01001001___b0ac065467__char__b53e9bab9b,7,10,0.4375,0.1754,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,旗牌,pdf_01000000__01001001___b0ac065467__char__32be7549a5,4,18,0.25,0.3158,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,童儿,pdf_01000000__01001001___b0ac065467__char__359a379371,4,9,0.25,0.1579,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,老军,pdf_01000000__01001001___b0ac065467__char__4564147e83,4,5,0.25,0.0877,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,众人,pdf_01000000__01001001___b0ac065467__char__e4a08b5743,4,4,0.25,0.0702,relations_aggregated
pdf_01000000__01001001___b0ac065467,空城计,马谡,pdf_01000000__01001001___b0ac065467__char__29724e4ee6,1,1,0.0625,0.0175,relations_aggregated
