doc_id,doc_title,theme_label,weight,evidence,derived_by
pdf_01000000__01004006___13b2265b9d,辕门射戟,战争,3,吕布收到纪灵和刘备的礼物与书信，得知纪灵欲攻小沛，刘备求援。吕布决定修书邀请双方前来，为其解围。,llm
pdf_01000000__01004006___13b2265b9d,辕门射戟,权谋,3,纪灵奉袁术之命，率军夺取小沛以灭刘备，因顾虑吕布与刘备交好，已送礼疏通吕布，令其勿干涉。点将后发兵前往。,llm
pdf_01000000__01004006___13b2265b9d,辕门射戟,调解,2,吕布收到纪灵和刘备的礼物与书信，得知纪灵欲攻小沛，刘备求援。吕布决定修书邀请双方前来，为其解围。,llm
pdf_01000000__01004006___13b2265b9d,辕门射戟,冲突,1,刘备、关羽、张飞赴吕布之约，张飞与吕布冲突不断，纪灵到后欲走，吕布强留并安排宴席，准备为刘、纪两家解围。,llm
pdf_01000000__01004006___13b2265b9d,辕门射戟,喜剧,1,# 《辕门射戟》 （一名：《夺小沛》）,keyword
pdf_01000000__01004006___13b2265b9d,辕门射戟,外交斡旋,1,刘备得知纪灵来犯，与关羽、张飞商议对策。张飞欲战，刘备劝阻。吕布来信请刘备赴会解围，张飞不愿前往，关羽激将，最终三人决定同去徐州。,llm
pdf_01000000__01004006___13b2265b9d,辕门射戟,家国,1,# 《辕门射戟》 （一名：《夺小沛》）,keyword
pdf_01000000__01004006___13b2265b9d,辕门射戟,征伐,1,纪灵奉袁术之命，率军夺取小沛以灭刘备，因顾虑吕布与刘备交好，已送礼疏通吕布，令其勿干涉。点将后发兵前往。,llm
pdf_01000000__01004006___13b2265b9d,辕门射戟,忠义,1,刘备得知纪灵来犯，与关羽、张飞商议对策。张飞欲战，刘备劝阻。吕布来信请刘备赴会解围，张飞不愿前往，关羽激将，最终三人决定同去徐州。,llm
pdf_01000000__01004006___13b2265b9d,辕门射戟,权威,1,刘备、关羽、张飞赴吕布之约，张飞与吕布冲突不断，纪灵到后欲走，吕布强留并安排宴席，准备为刘、纪两家解围。,llm
pdf_01000000__01004006___13b2265b9d,辕门射戟,结盟,1,刘备、关羽、张飞赴吕布之约，张飞与吕布冲突不断，纪灵到后欲走，吕布强留并安排宴席，准备为刘、纪两家解围。,llm
