doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,姬光,pdf_01000000__01002009___15e6fa6cec__char__cec14564e1,11,39,1.0,0.78,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,伍员,pdf_01000000__01002009___15e6fa6cec__char__5ebf47f2e3,10,43,0.9091,0.86,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,专诸,pdf_01000000__01002009___15e6fa6cec__char__cbf529c16a,9,50,0.8182,1.0,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,被离,pdf_01000000__01002009___15e6fa6cec__char__f14a5ae912,4,11,0.3636,0.22,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,刘展雄,pdf_01000000__01002009___15e6fa6cec__char__d428739935,4,5,0.3636,0.1,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,牛二,pdf_01000000__01002009___15e6fa6cec__char__679e5e0c36,3,15,0.2727,0.3,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,老丈,pdf_01000000__01002009___15e6fa6cec__char__95aeb04571,3,12,0.2727,0.24,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,太监甲,pdf_01000000__01002009___15e6fa6cec__char__ed87d87582,3,6,0.2727,0.12,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,孙武,pdf_01000000__01002009___15e6fa6cec__char__e8edcde557,3,6,0.2727,0.12,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,专诸妻,pdf_01000000__01002009___15e6fa6cec__char__f1cfc7226e,2,5,0.1818,0.1,relations_aggregated
