doc_id,doc_title,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01004010___47767989be,双投唐,李世民,pdf_01000000__01004010___47767989be__char__51c26c1512,14,97,1.0,0.5543,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,王伯党,pdf_01000000__01004010___47767989be__char__6b51127102,11,175,0.7857,1.0,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,李密,pdf_01000000__01004010___47767989be__char__ba6ab633f9,9,169,0.6429,0.9657,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,李渊,pdf_01000000__01004010___47767989be__char__3ca1d86627,8,50,0.5714,0.2857,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,河阳公主,pdf_01000000__01004010___47767989be__char__21fba96d66,6,23,0.4286,0.1314,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,殷开山,pdf_01000000__01004010___47767989be__char__98f73f924f,4,8,0.2857,0.0457,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,内侍,pdf_01000000__01004010___47767989be__char__9c36338f07,4,4,0.2857,0.0229,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,太监,pdf_01000000__01004010___47767989be__char__1873e34f9f,4,4,0.2857,0.0229,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,龙套,pdf_01000000__01004010___47767989be__char__ff8b516422,2,6,0.1429,0.0343,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,大太监,pdf_01000000__01004010___47767989be__char__bf942bf811,2,2,0.1429,0.0114,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,宫女,pdf_01000000__01004010___47767989be__char__dc2ee904eb,2,2,0.1429,0.0114,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,刘洪基,pdf_01000000__01004010___47767989be__char__769dcc8b8a,1,1,0.0714,0.0057,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,段之贤,pdf_01000000__01004010___47767989be__char__adc12b3a76,1,1,0.0714,0.0057,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,马三保,pdf_01000000__01004010___47767989be__char__1f20da902c,1,1,0.0714,0.0057,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,众人,pdf_01000000__01004010___47767989be__char__0feead8e39,1,1,0.0714,0.0057,relations_aggregated
