doc_id,doc_title,scene_index,scene,theme_stage,theme_label_raw,theme_label,theme_strength,theme_role_links,evidence,derived_by
pdf_01000000__01002020___b68a4c781b,白状元祭塔,1,【第一场】,【第一场】,孝道,孝道,1,许仕林,新科状元许仕林荣归故里，奉旨回家祭祖，提及母亲在雷峰塔受苦，为后续祭塔情节铺垫。,llm
pdf_01000000__01002020___b68a4c781b,白状元祭塔,1,【第一场】,【第一场】,功名,功名,1,许仕林,新科状元许仕林荣归故里，奉旨回家祭祖，提及母亲在雷峰塔受苦，为后续祭塔情节铺垫。,llm
pdf_01000000__01002020___b68a4c781b,白状元祭塔,1,【第一场】,【第一场】,家庭悲剧,亲情,1,许仕林,新科状元许仕林荣归故里，奉旨回家祭祖，提及母亲在雷峰塔受苦，为后续祭塔情节铺垫。,llm
pdf_01000000__01002020___b68a4c781b,白状元祭塔,2,【第二场】,【第二场】,母子亲情,亲情,1,塔神；白素贞；许仕林,许仕林高中状元后前来雷峰塔祭奠母亲白素贞，塔神允许母子相见。白素贞询问儿子荣耀由来，许仕林告知圣上不准搭救，白素贞感叹命该如此，欲讲述往事时被塔神催促分离。,llm
pdf_01000000__01002020___b68a4c781b,白状元祭塔,2,【第二场】,【第二场】,命运悲剧,悲情,1,塔神；白素贞；许仕林,许仕林高中状元后前来雷峰塔祭奠母亲白素贞，塔神允许母子相见。白素贞询问儿子荣耀由来，许仕林告知圣上不准搭救，白素贞感叹命该如此，欲讲述往事时被塔神催促分离。,llm
pdf_01000000__01002020___b68a4c781b,白状元祭塔,2,【第二场】,【第二场】,孝道,孝道,1,塔神；白素贞；许仕林,许仕林高中状元后前来雷峰塔祭奠母亲白素贞，塔神允许母子相见。白素贞询问儿子荣耀由来，许仕林告知圣上不准搭救，白素贞感叹命该如此，欲讲述往事时被塔神催促分离。,llm
pdf_01000000__01002020___b68a4c781b,白状元祭塔,2,【第二场】,【第二场】,神人界限,神人界限,1,塔神；白素贞；许仕林,许仕林高中状元后前来雷峰塔祭奠母亲白素贞，塔神允许母子相见。白素贞询问儿子荣耀由来，许仕林告知圣上不准搭救，白素贞感叹命该如此，欲讲述往事时被塔神催促分离。,llm
pdf_01000000__01002020___b68a4c781b,白状元祭塔,0,序幕/前置内容,序幕/前置内容,亲情,亲情,1,,# 《白状元祭塔》,keyword
pdf_01000000__01002020___b68a4c781b,白状元祭塔,0,序幕/前置内容,序幕/前置内容,喜剧,喜剧,1,,# 《白状元祭塔》,keyword
pdf_01000000__01002020___b68a4c781b,白状元祭塔,0,序幕/前置内容,序幕/前置内容,情爱,情爱,1,,# 《白状元祭塔》,keyword
